LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 25.448042677887145, 0.06491847621909985, 30.16064317379217, 10.915893188633444, 6.595419847328245, 34.06233039348711,
1, 135.431969220007, 0.011192724728926198, 0.9404997862500486, 29.45235038162494, 4.363636363636363, 254.73684210526315,
2, 30.16064317379217, 0.1538808325193478, 60.32128634758434, 25.77589417581712, 7.816793893129771, 65.18433441558442,
3, 154.32174284493806, 0.049209739427595045, 0.8037590773173857, 125.24483880090497, 8.727272727272727, 254.27027027027026,
4, 51.44937195590874, 2.0999743655472956, 102.89874391181748, 31.468171840702414, 9.615023474178404, 129.40173969072166,
5, 182.47770112445, 0.06257808680536694, 0.7920039111304253, 147.71588463194146, 8.793893129770993, 255.78947368421052,
6, 102.89874391181748, 4.199948731094591, 102.89874391181748, 62.622152886115444, 9.620669406928949, 129.40173969072166,
7, 116.55284552845528, 0.148664343786295, 0.5058717253839206, 87.74049751243781, 8.793893129770993, 245.0,
8, 64.78502259522273, 21.154293092317623, 129.57004519044546, 24.33955857385399, 9.62632197414806, 251.19875,
9, 120.02034368498111, 0.17754488710796024, 0.4688294675194575, 100.14170899504919, 8.793893129770993, 253.5,
10, 129.57004519044546, 42.308586184635246, 129.57004519044546, 47.515151515151516, 18.55492638731597, 251.19875,
11, 52.164029109391244, 0.2661430056601594, 0.20376573870855955, 38.04916003536693, 8.793893129770993, 252.0,
12, 52.1851274050962, 68.16016640665627, 52.1851274050962, 21.69772972972973, 29.165999109924343, 86.95505617977528,
13, 40.51236339214848, 0.28133585688992, 0.15825141950058, 34.89623981067578, 8.793893129770993, 235.63636363636363,
14, 52.171562256303616, 68.14244866129451, 52.171562256303616, 30.773382398037413, 40.8451230913057, 65.05632890903205,
15, 40.51236339214848, 0.28133585688992, 0.15825141950058, 34.89623981067578, 8.793893129770993, 235.63636363636363,
16, 52.171562256303616, 68.14244866129451, 52.171562256303616, 30.773382398037413, 40.8451230913057, 65.05632890903205,
17, 40.51236339214848, 0.28133585688992, 0.15825141950058, 34.89623981067578, 8.793893129770993, 235.63636363636363,
18, 52.171562256303616, 68.14244866129451, 52.171562256303616, 30.773382398037413, 40.8451230913057, 65.05632890903205,
19, 40.51236339214848, 0.28133585688992, 0.15825141950058, 34.89623981067578, 8.793893129770993, 235.63636363636363,
20, 52.171562256303616, 68.14244866129451, 52.171562256303616, 30.773382398037413, 40.8451230913057, 65.05632890903205,
21, 40.51236339214848, 0.28133585688992, 0.15825141950058, 34.89623981067578, 8.793893129770993, 235.63636363636363,
22, 52.171562256303616, 68.14244866129451, 52.171562256303616, 30.773382398037413, 40.8451230913057, 65.05632890903205,
23, 15.392460290408344, 0.31413184266139477, 0.060126798009407595, 11.922920183966932, 8.793893129770993, 220.5,
24, 15.393772050928057, 80.42460500076699, 15.393772050928057, 9.819178082191781, 56.765699436985706, 23.914190634656524,
25, 2.973009785296964, 0.33033442058855156, 0.011613319473816266, 2.8100987925356753, 9.375381485249237, 162.0,
26, 15.39259145640003, 80.4184369967022, 15.39259145640003, 12.786952089704384, 66.55512535702951, 18.719981369352585,
