LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 1.0, 144336.0, 1778700, 65.0, 144672.0, 1787520, 127.0, 144719.0, 2323200, -3275.0, 115324.0, 162680, -983.0, -1.0, 9408, 2159.0, 145239.0, 2323263,
1, 1.0, 104966.0, 1679616, 65.0, 105093.0, 1695744, 127.0, 105127.0, 1679616, -3275.0, 95813.0, 251650, -3211.0, 103527.0, 1695744, 2159.0, 105287.0, 1679679,
2, 1.0, 104966.0, 1679616, 65.0, 105093.0, 1695744, 127.0, 105127.0, 1679616, -3275.0, 95813.0, 251650, -3211.0, 103527.0, 1695744, 2159.0, 105287.0, 1679679,
3, 1.0, 104966.0, 1679616, 65.0, 105093.0, 1695744, 127.0, 105127.0, 1679616, -3275.0, 95813.0, 251650, -3211.0, 103527.0, 1695744, 2159.0, 105287.0, 1679679,
4, 1.0, 104966.0, 1679616, 65.0, 105093.0, 1695744, 127.0, 105127.0, 1679616, -3275.0, 95813.0, 251650, -3211.0, 103527.0, 1695744, 2159.0, 105287.0, 1679679,
5, 1.0, 35998.0, 451584, 65.0, 37143.0, 958464, 127.0, 37157.0, 903168, -3275.0, 31851.0, 248174, -3211.0, 36794.0, 958464, 1399.0, 37493.0, 903231,
6, 1.0, 62710.0, 778752, 65.0, 62901.0, 1622016, 127.0, 62935.0, 1557504, -3275.0, 49641.0, 120968, -3211.0, 62224.0, 1622016, 1399.0, 63235.0, 1557567,
7, 1.0, 3880.0, 53824, 65.0, 4389.0, 114688, 127.0, 4396.0, 107648, -3275.0, 2562.0, 50176, -852.0, -1.0, 8192, 1399.0, 4597.0, 107711,
8, 1.0, 62710.0, 778752, 65.0, 62901.0, 1622016, 127.0, 62935.0, 1557504, -3275.0, 49641.0, 120968, -3211.0, 62224.0, 1622016, 1399.0, 63235.0, 1557567,
9, 1.0, 62710.0, 778752, 65.0, 62901.0, 1622016, 127.0, 62935.0, 1557504, -3275.0, 49641.0, 120968, -3211.0, 62224.0, 1622016, 1399.0, 63235.0, 1557567,
10, 1.0, 29054.0, 225792, 65.0, 32049.0, 1179648, 127.0, 32051.0, 903168, -3275.0, 19191.0, 161848, -3211.0, 32014.0, 1179648, 1019.0, 32399.0, 903231,
11, 1.0, 47786.0, 331776, 65.0, 48105.0, 1769472, 127.0, 48119.0, 1327104, -3275.0, 16982.0, 63658, -3211.0, 48062.0, 1769472, 1019.0, 48423.0, 1327167,
12, 1.0, 3186.0, 28800, 65.0, 3505.0, 131072, 127.0, 3536.0, 115200, -2555.0, -1.0, 25088, -3211.0, 3494.0, 131072, 1019.0, 3831.0, 115263,
13, 1.0, 47786.0, 331776, 65.0, 48105.0, 1769472, 127.0, 48119.0, 1327104, -3275.0, 16982.0, 63658, -3211.0, 48062.0, 1769472, 1019.0, 48423.0, 1327167,
14, 1.0, 47786.0, 331776, 65.0, 48105.0, 1769472, 127.0, 48119.0, 1327104, -3275.0, 16982.0, 63658, -3211.0, 48062.0, 1769472, 1019.0, 48423.0, 1327167,
15, 1.0, 24634.0, 112896, 65.0, 25209.0, 1179648, 127.0, 25256.0, 903168, -3275.0, 18971.0, 85753, -3211.0, 25174.0, 1179648, 1009.0, 25559.0, 903231,
16, 1.0, 49906.0, 115200, 65.0, 50481.0, 2359296, 127.0, 50504.0, 921600, -2555.0, -1.0, 25088, -3211.0, 50431.0, 2359296, 1829.0, 50607.0, 921663,
17, 1.0, 2170.0, 16384, 65.0, 2745.0, 131072, 127.0, 2807.0, 131072, -1310.0, -1.0, 12544, -3211.0, 2734.0, 131072, 829.0, 3319.0, 131135,
18, 1.0, 49906.0, 115200, 65.0, 50481.0, 2359296, 127.0, 50504.0, 921600, -2555.0, -1.0, 25088, -3211.0, 50431.0, 2359296, 1829.0, 50607.0, 921663,
19, 1.0, 49906.0, 115200, 65.0, 50481.0, 2359296, 127.0, 50504.0, 921600, -2555.0, -1.0, 25088, -3211.0, 50431.0, 2359296, 1829.0, 50607.0, 921663,
20, 1.0, 8394.0, 512, 65.0, 9457.0, 512000, 127.0, 9456.0, 8000, -66.0, -1.0, 512, -3211.0, 9102.0, 512000, 9519.0, 9643.0, 8000,
