LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 33.0, 121785.0, 3557400, 1.0, 109778.0, 9408, 63.0, 121939.0, 3872000, -3243.0, 118796.0, 1328198, -983.0, -1.0, 9408, 1102.0, 122107.0, 3872031,
1, 33.0, 108329.0, 3359232, 1.0, 105382.0, 36864, 63.0, 108359.0, 3359232, -3243.0, 107729.0, 3359232, -3275.0, 93342.0, 36864, 1102.0, 108887.0, 3359263,
2, 33.0, 108329.0, 3359232, 1.0, 105382.0, 36864, 63.0, 108359.0, 3359232, -3243.0, 107729.0, 3359232, -3275.0, 93342.0, 36864, 1102.0, 108887.0, 3359263,
3, 33.0, 108329.0, 3359232, 1.0, 105382.0, 36864, 63.0, 108359.0, 3359232, -3243.0, 107729.0, 3359232, -3275.0, 93342.0, 36864, 1102.0, 108887.0, 3359263,
4, 33.0, 108329.0, 3359232, 1.0, 105382.0, 36864, 63.0, 108359.0, 3359232, -3243.0, 107729.0, 3359232, -3275.0, 93342.0, 36864, 1102.0, 108887.0, 3359263,
5, 33.0, 63156.0, 1806336, 1.0, 62370.0, 73728, 63.0, 63215.0, 1806336, -3243.0, 62117.0, 1763584, -3275.0, 55345.0, 73728, 1196.0, 63343.0, 1806367,
6, 33.0, 110849.0, 3115008, 1.0, 110142.0, 147456, 63.0, 110879.0, 3115008, -3243.0, 110717.0, 3115008, -3275.0, 97820.0, 147456, 1196.0, 110943.0, 3115039,
7, 33.0, 7419.0, 215296, 1.0, 6577.0, 8192, 63.0, 7479.0, 215296, -3243.0, 7268.0, 200704, -852.0, -1.0, 8192, 1196.0, 8063.0, 215327,
8, 33.0, 110849.0, 3115008, 1.0, 110142.0, 147456, 63.0, 110879.0, 3115008, -3243.0, 110717.0, 3115008, -3275.0, 97820.0, 147456, 1196.0, 110943.0, 3115039,
9, 33.0, 110849.0, 3115008, 1.0, 110142.0, 147456, 63.0, 110879.0, 3115008, -3243.0, 110717.0, 3115008, -3275.0, 97820.0, 147456, 1196.0, 110943.0, 3115039,
10, 33.0, 83474.0, 1806336, 1.0, 83262.0, 294912, 63.0, 83519.0, 1806336, -3243.0, 82507.0, 1590668, -3275.0, 83257.0, 294912, 1572.0, 83647.0, 1806367,
11, 33.0, 137057.0, 2654208, 1.0, 136882.0, 589824, 63.0, 137087.0, 2654208, -3243.0, 136996.0, 2654208, -3275.0, 136872.0, 589824, 1760.0, 138111.0, 2654239,
12, 33.0, 10161.0, 230400, 1.0, 9921.0, 32768, 63.0, 10207.0, 230400, -2555.0, -1.0, 25088, -3275.0, 9921.0, 32768, 1478.0, 10239.0, 230431,
13, 33.0, 137057.0, 2654208, 1.0, 136882.0, 589824, 63.0, 137087.0, 2654208, -3243.0, 136996.0, 2654208, -3275.0, 136872.0, 589824, 1760.0, 138111.0, 2654239,
14, 33.0, 137057.0, 2654208, 1.0, 136882.0, 589824, 63.0, 137087.0, 2654208, -3243.0, 136996.0, 2654208, -3275.0, 136872.0, 589824, 1760.0, 138111.0, 2654239,
15, 33.0, 164697.0, 1806336, 1.0, 164625.0, 1179648, 63.0, 164735.0, 1806336, -3243.0, 162232.0, 1068238, -3275.0, 164605.0, 1179648, 2985.0, 164863.0, 1806367,
16, 33.0, 274145.0, 1843200, 1.0, 274089.0, 2359296, 63.0, 274175.0, 1843200, -2555.0, -1.0, 25088, -3275.0, 273962.0, 2359296, 4871.0, 274431.0, 1843231,
17, 33.0, 20184.0, 262144, 1.0, 20098.0, 131072, 63.0, 20223.0, 262144, -1310.0, -1.0, 12544, -3275.0, 20096.0, 131072, 2591.0, 21247.0, 262175,
18, 33.0, 274145.0, 1843200, 1.0, 274089.0, 2359296, 63.0, 274175.0, 1843200, -2555.0, -1.0, 25088, -3275.0, 273962.0, 2359296, 4871.0, 274431.0, 1843231,
19, 33.0, 274145.0, 1843200, 1.0, 274089.0, 2359296, 63.0, 274175.0, 1843200, -2555.0, -1.0, 25088, -3275.0, 273962.0, 2359296, 4871.0, 274431.0, 1843231,
20, 33.0, 48609.0, 16384, 1.0, 48577.0, 512000, 63.0, 48615.0, 16000, -66.0, -1.0, 512, -3275.0, 45529.0, 512000, 48639.0, 49138.0, 16000,
