LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 11.276019572064481, 0.009940292735704225, 10.636789437593706, 7.374533251106681, 9.570701932858595, 10.661176804485082,
1, 11.861708876775985, 0.04338988157942747, 10.543741223800875, 11.843656201595028, 0.054781166596327716, 10.565591230441521,
2, 11.861708876775985, 0.04338988157942747, 10.543741223800875, 11.843656201595028, 0.054781166596327716, 10.565591230441521,
3, 11.861708876775985, 0.04338988157942747, 10.543741223800875, 11.843656201595028, 0.054781166596327716, 10.565591230441521,
4, 11.861708876775985, 0.04338988157942747, 10.543741223800875, 11.843656201595028, 0.054781166596327716, 10.565591230441521,
5, 11.501249123066986, 0.17070499626073446, 11.152726422367985, 11.152247647035828, 0.1967869449285884, 11.156394394120822,
6, 11.425367351375575, 0.1966711970113063, 11.079144098303589, 11.400475914165101, 0.22731876517516475, 11.102095804781818,
7, 10.252368006372405, 0.14185527022112937, 11.184401461497169, 9.544607190412783, 9.615023474178404, 11.365664813120294,
8, 11.425367351375575, 0.1966711970113063, 11.079144098303589, 11.400475914165101, 0.22731876517516475, 11.102095804781818,
9, 11.425367351375575, 0.1966711970113063, 11.079144098303589, 11.400475914165101, 0.22731876517516475, 11.102095804781818,
10, 10.226108008292178, 0.6071158743327453, 9.916225947434839, 8.917216761213098, 0.604174349140792, 9.926075210652884,
11, 9.707878080149387, 0.7844749963757081, 9.413699956508497, 9.703696514866492, 0.7823585199726756, 9.421945573359354,
12, 10.108971393014981, 0.5228074094165324, 10.108971393014981, 9.819178082191781, 0.49872912956790405, 10.485552576705391,
13, 9.707878080149387, 0.7844749963757081, 9.413699956508497, 9.703696514866492, 0.7823585199726756, 9.421945573359354,
14, 9.707878080149387, 0.7844749963757081, 9.413699956508497, 9.703696514866492, 0.7823585199726756, 9.421945573359354,
15, 7.0843476877680605, 1.7214931258363773, 7.029430263831874, 4.143385258053444, 1.7147392382541653, 7.049078273238534,
16, 5.08475098208081, 2.4217604677445346, 5.045334307801114, 9.819178082191781, 2.4156680291277244, 5.0648094050147305,
17, 7.599339855674329, 1.413830670823131, 7.77606868952722, 9.57557251908397, 1.3682551281382118, 7.900316715799625,
18, 5.08475098208081, 2.4217604677445346, 5.045334307801114, 9.819178082191781, 2.4156680291277244, 5.0648094050147305,
19, 5.08475098208081, 2.4217604677445346, 5.045334307801114, 9.819178082191781, 2.4156680291277244, 5.0648094050147305,
20, 0.34020202659410376, 4.050024126120283, 0.3401387449671331, 7.757575757575758, 4.143031695810845, 1.3568521031207599,
