LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
10, 1.0, 6901.0, 401408, 1.0, 7013.0, 458752, 255.0, 7139.0, 204288, -3275.0, 6411.0, 401408, -3275.0, 6992.0, 458752, 1275.0, 7171.0, 200831,
11, 1.0, 4914.0, 451584, 1.0, 4862.0, 4608, 2303.0, 4988.0, 708, -3275.0, 4220.0, 420224, -262.0, -1.0, 2304, 5115.0, 5116.0, 196,
12, 1.0, 3893.0, 200704, 1.0, 3953.0, 262144, 255.0, 4079.0, 102400, -3275.0, 3798.0, 200704, -3275.0, 3937.0, 262144, 1398.0, 4095.0, 100479,
13, 1.0, 9485.0, 663552, 1.0, 9470.0, 9216, 4607.0, 9596.0, 656, -3275.0, 4711.0, 614076, -524.0, -1.0, 4608, 9723.0, 9724.0, 144,
14, 1.0, 5941.0, 401408, 1.0, 6001.0, 524288, 511.0, 6127.0, 102400, -3275.0, 5784.0, 401408, -3275.0, 5978.0, 524288, 2166.0, 6143.0, 100479,
15, 1.0, 9485.0, 663552, 1.0, 9470.0, 9216, 4607.0, 9596.0, 656, -3275.0, 4711.0, 614076, -524.0, -1.0, 4608, 9723.0, 9724.0, 144,
16, 1.0, 5941.0, 401408, 1.0, 6001.0, 524288, 511.0, 6127.0, 102400, -3275.0, 5784.0, 401408, -3275.0, 5978.0, 524288, 2166.0, 6143.0, 100479,
17, 1.0, 9485.0, 663552, 1.0, 9470.0, 9216, 4607.0, 9596.0, 656, -3275.0, 4711.0, 614076, -524.0, -1.0, 4608, 9723.0, 9724.0, 144,
18, 1.0, 5941.0, 401408, 1.0, 6001.0, 524288, 511.0, 6127.0, 102400, -3275.0, 5784.0, 401408, -3275.0, 5978.0, 524288, 2166.0, 6143.0, 100479,
19, 1.0, 9485.0, 663552, 1.0, 9470.0, 9216, 4607.0, 9596.0, 656, -3275.0, 4711.0, 614076, -524.0, -1.0, 4608, 9723.0, 9724.0, 144,
20, 1.0, 5941.0, 401408, 1.0, 6001.0, 524288, 511.0, 6127.0, 102400, -3275.0, 5784.0, 401408, -3275.0, 5978.0, 524288, 2166.0, 6143.0, 100479,
21, 1.0, 9485.0, 663552, 1.0, 9470.0, 9216, 4607.0, 9596.0, 656, -3275.0, 4711.0, 614076, -524.0, -1.0, 4608, 9723.0, 9724.0, 144,
22, 1.0, 5941.0, 401408, 1.0, 6001.0, 524288, 511.0, 6127.0, 102400, -3275.0, 5784.0, 401408, -3275.0, 5978.0, 524288, 2166.0, 6143.0, 100479,
23, 1.0, 4648.0, 225792, 1.0, 4608.0, 4608, 4686.0, 4734.0, 305, -3275.0, 4398.0, 204800, -524.0, -1.0, 4608, 4861.0, 4861.0, 49,
24, 1.0, 5922.0, 200704, 1.0, 6001.0, 524288, 590.0, 6127.0, 52224, -2555.0, -1.0, 25088, -3275.0, 5978.0, 524288, 4472.0, 6263.0, 50303,
25, 1.0, 9224.0, 82944, 1.0, 9216.0, 9216, 9334.0, 9342.0, 265, -3275.0, 7965.0, 76800, -983.0, -1.0, 9216, 9469.0, 9469.0, 9,
26, 1.0, 10018.0, 401408, 1.0, 10097.0, 1048576, 1102.0, 10223.0, 52224, -3275.0, 9823.0, 401408, -3275.0, 10064.0, 1048576, 7544.0, 10359.0, 50303,
27, 1.0, 9240.0, 230400, 1.0, 9216.0, 9216, 9318.0, 9342.0, 281, -3275.0, 8810.0, 141465, -983.0, -1.0, 9216, 9469.0, 9469.0, 25,
28, 1.0, 20242.0, 802816, 1.0, 20321.0, 2097152, 1102.0, 20447.0, 104448, -3275.0, 19875.0, 802816, -3275.0, 20274.0, 2097152, 7544.0, 20463.0, 100479,
