LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 1.0, 29915.0, 338688, 1.0, 29893.0, 169344, 26.0, 29955.0, 426496, -3275.0, 25591.0, 152913, -131.0, -1.0, 864, 2474.0, 30115.0, 401471,
1, 1.0, 78537.0, 3484800, 1.0, 78534.0, 54720, 287.0, 78596.0, 36420, -3275.0, 75159.0, 480452, -66.0, -1.0, 288, 78659.0, 78848.0, 12100,
2, 1.0, 30905.0, 401408, 1.0, 30905.0, 401408, 31.0, 30967.0, 827904, -3275.0, 30253.0, 401408, -262.0, -1.0, 2048, 1295.0, 31223.0, 802879,
3, 1.0, 34278.0, 1806336, 1.0, 34272.0, 28224, 575.0, 34334.0, 9408, -3275.0, 33844.0, 930105, -66.0, -1.0, 576, 34397.0, 34445.0, 3136,
4, 1.0, 18557.0, 401408, 1.0, 18557.0, 401408, 63.0, 18619.0, 413952, -3275.0, 18157.0, 401408, -852.0, -1.0, 8192, 1583.0, 18747.0, 401471,
5, 1.0, 58697.0, 3359232, 1.0, 58662.0, 52992, 1151.0, 58724.0, 8804, -3275.0, 56069.0, 551648, -131.0, -1.0, 1152, 58787.0, 58832.0, 2916,
6, 1.0, 24829.0, 802816, 1.0, 24829.0, 802816, 127.0, 24891.0, 413952, -3275.0, 24293.0, 802816, -1703.0, -1.0, 16384, 2159.0, 25019.0, 401471,
7, 1.0, 16118.0, 903168, 1.0, 16488.0, 14976, 1151.0, 16550.0, 2448, -3275.0, 15951.0, 624697, -131.0, -1.0, 1152, 16613.0, 16625.0, 784,
8, 1.0, 13097.0, 401408, 1.0, 13145.0, 425984, 127.0, 13207.0, 207360, -3275.0, 12761.0, 401408, -3275.0, 10092.0, 40942, 2159.0, 13271.0, 200767,
9, 1.0, 26639.0, 1557504, 1.0, 26604.0, 25344, 2303.0, 26666.0, 2084, -3275.0, 25179.0, 344696, -262.0, -1.0, 2304, 26729.0, 26739.0, 676,
10, 1.0, 19753.0, 802816, 1.0, 19801.0, 851968, 255.0, 19863.0, 207360, -3275.0, 19189.0, 802816, -3275.0, 15212.0, 114634, 3311.0, 19927.0, 200767,
11, 1.0, 8828.0, 451584, 1.0, 9594.0, 9216, 2303.0, 9656.0, 708, -3275.0, 6552.0, 389402, -262.0, -1.0, 2304, 9719.0, 9722.0, 196,
12, 1.0, 12101.0, 401408, 1.0, 12161.0, 524288, 255.0, 12223.0, 104448, -3275.0, 11633.0, 401408, -3275.0, 11010.0, 245634, 3788.0, 12255.0, 100415,
13, 1.0, 14091.0, 663552, 1.0, 14076.0, 13824, 4607.0, 14138.0, 528, -3275.0, 12896.0, 599032, -524.0, -1.0, 4608, 14201.0, 14203.0, 144,
14, 1.0, 20293.0, 802816, 1.0, 20353.0, 1048576, 511.0, 20415.0, 104448, -3275.0, 19453.0, 802816, -3275.0, 20320.0, 1048576, 6348.0, 20447.0, 100415,
15, 1.0, 14091.0, 663552, 1.0, 14076.0, 13824, 4607.0, 14138.0, 528, -3275.0, 12896.0, 599032, -524.0, -1.0, 4608, 14201.0, 14203.0, 144,
16, 1.0, 20293.0, 802816, 1.0, 20353.0, 1048576, 511.0, 20415.0, 104448, -3275.0, 19453.0, 802816, -3275.0, 20320.0, 1048576, 6348.0, 20447.0, 100415,
17, 1.0, 14091.0, 663552, 1.0, 14076.0, 13824, 4607.0, 14138.0, 528, -3275.0, 12896.0, 599032, -524.0, -1.0, 4608, 14201.0, 14203.0, 144,
18, 1.0, 20293.0, 802816, 1.0, 20353.0, 1048576, 511.0, 20415.0, 104448, -3275.0, 19453.0, 802816, -3275.0, 20320.0, 1048576, 6348.0, 20447.0, 100415,
19, 1.0, 14091.0, 663552, 1.0, 14076.0, 13824, 4607.0, 14138.0, 528, -3275.0, 12896.0, 599032, -524.0, -1.0, 4608, 14201.0, 14203.0, 144,
20, 1.0, 20293.0, 802816, 1.0, 20353.0, 1048576, 511.0, 20415.0, 104448, -3275.0, 19453.0, 802816, -3275.0, 20320.0, 1048576, 6348.0, 20447.0, 100415,
21, 1.0, 14091.0, 663552, 1.0, 14076.0, 13824, 4607.0, 14138.0, 528, -3275.0, 12896.0, 599032, -524.0, -1.0, 4608, 14201.0, 14203.0, 144,
22, 1.0, 20293.0, 802816, 1.0, 20353.0, 1048576, 511.0, 20415.0, 104448, -3275.0, 19453.0, 802816, -3275.0, 20320.0, 1048576, 6348.0, 20447.0, 100415,
23, 1.0, 4648.0, 225792, 1.0, 4608.0, 4608, 4622.0, 4670.0, 177, -3275.0, 4398.0, 204800, -524.0, -1.0, 4608, 4733.0, 4733.0, 49,
24, 1.0, 10130.0, 401408, 1.0, 10145.0, 524288, 526.0, 10207.0, 52224, -2555.0, -1.0, 25088, -3275.0, 10122.0, 524288, 6958.0, 10479.0, 50239,
25, 1.0, 9224.0, 82944, 1.0, 9216.0, 9216, 9270.0, 9278.0, 137, -3275.0, 7965.0, 76800, -983.0, -1.0, 9216, 9341.0, 9341.0, 9,
26, 1.0, 18322.0, 802816, 1.0, 18337.0, 1048576, 1038.0, 18399.0, 52224, -3275.0, 17955.0, 802816, -3275.0, 18304.0, 1048576, 12590.0, 18671.0, 50239,
