LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 17.0, 50330.0, 677376, 1.0, 37786.0, 864, 31.0, 50359.0, 802816, -3259.0, 49122.0, 500269, -131.0, -1.0, 864, 2086.0, 51383.0, 802831,
1, 17.0, 218613.0, 3484800, 1.0, 206498.0, 288, 31.0, 218612.0, 217800, -3259.0, 217775.0, 3484800, -66.0, -1.0, 288, 32891.0, 219952.0, 217815,
2, 17.0, 100705.0, 1605632, 1.0, 88146.0, 2048, 31.0, 100719.0, 1605632, -3259.0, 100643.0, 1605632, -262.0, -1.0, 2048, 2086.0, 102767.0, 1605647,
3, 17.0, 114480.0, 1806336, 1.0, 111386.0, 576, 31.0, 114536.0, 112896, -3259.0, 113430.0, 1784896, -66.0, -1.0, 576, 33259.0, 115463.0, 112911,
4, 17.0, 101809.0, 1605632, 1.0, 98658.0, 8192, 31.0, 101823.0, 1605632, -3259.0, 101747.0, 1605632, -852.0, -1.0, 8192, 2086.0, 103871.0, 1605647,
5, 17.0, 213249.0, 3359232, 1.0, 210318.0, 1152, 31.0, 213248.0, 209952, -3259.0, 212071.0, 3359232, -131.0, -1.0, 1152, 33305.0, 214097.0, 209967,
6, 17.0, 203633.0, 3211264, 1.0, 200482.0, 16384, 31.0, 203647.0, 3211264, -3259.0, 203516.0, 3211264, -1703.0, -1.0, 16384, 2086.0, 205695.0, 3211279,
7, 17.0, 59716.0, 903168, 1.0, 58946.0, 1152, 31.0, 59744.0, 56448, -3259.0, 57598.0, 881792, -131.0, -1.0, 1152, 34685.0, 61239.0, 56463,
8, 17.0, 106225.0, 1605632, 1.0, 105426.0, 32768, 31.0, 106239.0, 1605632, -3259.0, 106163.0, 1605632, -3275.0, 105425.0, 32768, 2178.0, 108287.0, 1605647,
9, 17.0, 103953.0, 1557504, 1.0, 103262.0, 2304, 31.0, 103952.0, 97344, -3259.0, 102759.0, 1557504, -262.0, -1.0, 2304, 35007.0, 105955.0, 97359,
10, 17.0, 212465.0, 3211264, 1.0, 211666.0, 65536, 31.0, 212479.0, 3211264, -3259.0, 212348.0, 3211264, -3275.0, 211664.0, 65536, 2178.0, 214527.0, 3211279,
11, 17.0, 34818.0, 451584, 1.0, 34622.0, 2304, 31.0, 34832.0, 28224, -3259.0, 34443.0, 430336, -262.0, -1.0, 2304, 34847.0, 36610.0, 28224,
12, 17.0, 123889.0, 1605632, 1.0, 123678.0, 131072, 31.0, 123903.0, 1605632, -3259.0, 123827.0, 1605632, -3275.0, 123674.0, 131072, 2546.0, 125951.0, 1605647,
13, 17.0, 54705.0, 663552, 1.0, 54546.0, 4608, 31.0, 54704.0, 41472, -3259.0, 54025.0, 663552, -524.0, -1.0, 4608, 43241.0, 55263.0, 41487,
