LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 102.0, 40286.0, 338688, 129.0, 40344.0, 84672, 255.0, 40571.0, 401408, -3174.0, 34050.0, 155576, -131.0, -1.0, 864, 3567.0, 40635.0, 401535,
1, 1.0, 108900.0, 3484800, 129.0, 108932.0, 27360, 255.0, 109094.0, 36300, -3275.0, 105739.0, 508978, -66.0, -1.0, 288, 98303.0, 109182.0, 36427,
2, 97.0, 43390.0, 401408, 129.0, 43485.0, 200704, 255.0, 43707.0, 802816, -3179.0, 42497.0, 401408, -262.0, -1.0, 2048, 2039.0, 43835.0, 802943,
3, 1.0, 47620.0, 1806336, 129.0, 47684.0, 14400, 255.0, 47810.0, 15680, -3275.0, 45260.0, 1199988, -66.0, -1.0, 576, 47874.0, 47996.0, 15680,
4, 65.0, 12368.0, 200704, 129.0, 12559.0, 204800, 255.0, 12685.0, 401408, -3211.0, 11858.0, 200704, -852.0, -1.0, 8192, 1275.0, 12813.0, 401535,
5, 1.0, 79026.0, 3359232, 129.0, 79154.0, 26496, 255.0, 79252.0, 26244, -3275.0, 77010.0, 740926, -131.0, -1.0, 1152, 79280.0, 79485.0, 26244,
6, 1.0, 12368.0, 401408, 129.0, 12623.0, 409600, 255.0, 12685.0, 401408, -3275.0, 11857.0, 401408, -1703.0, -1.0, 16384, 1275.0, 12813.0, 401535,
7, 1.0, 22725.0, 903168, 129.0, 24002.0, 8064, 255.0, 24016.0, 7056, -3275.0, 22278.0, 788958, -131.0, -1.0, 1152, 24128.0, 24183.0, 7056,
8, 1.0, 3956.0, 100352, 129.0, 4339.0, 229376, 255.0, 4353.0, 200704, -3275.0, 3318.0, 100352, -3147.0, 4324.0, 229376, 893.0, 4497.0, 200831,
9, 1.0, 41109.0, 1557504, 129.0, 41237.0, 13824, 255.0, 41271.0, 12168, -3275.0, 34215.0, 1498330, -262.0, -1.0, 2304, 41363.0, 41458.0, 12168,
10, 1.0, 8422.0, 200704, 129.0, 8805.0, 458752, 255.0, 8819.0, 401408, -3275.0, 7146.0, 200704, -3147.0, 8784.0, 458752, 893.0, 8995.0, 401535,
11, 1.0, 13533.0, 451584, 129.0, 13661.0, 4608, 255.0, 13727.0, 3528, -3275.0, 11569.0, 420335, -262.0, -1.0, 2304, 13787.0, 13814.0, 3528,
12, 1.0, 2810.0, 50176, 129.0, 3449.0, 262144, 255.0, 3515.0, 200704, -3275.0, 1022.0, 50176, -3147.0, 3433.0, 262144, 574.0, 3607.0, 200831,
13, 1.0, 27321.0, 663552, 129.0, 27449.0, 9216, 255.0, 27463.0, 5184, -3275.0, 13531.0, 614322, -524.0, -1.0, 4608, 27575.0, 27615.0, 5184,
14, 1.0, 6386.0, 100352, 129.0, 7025.0, 524288, 255.0, 7091.0, 401408, -3275.0, 6356.0, 100352, -3147.0, 7002.0, 524288, 574.0, 7215.0, 401535,
15, 1.0, 27321.0, 663552, 129.0, 27449.0, 9216, 255.0, 27463.0, 5184, -3275.0, 13531.0, 614322, -524.0, -1.0, 4608, 27575.0, 27615.0, 5184,
16, 1.0, 6386.0, 100352, 129.0, 7025.0, 524288, 255.0, 7091.0, 401408, -3275.0, 6356.0, 100352, -3147.0, 7002.0, 524288, 574.0, 7215.0, 401535,
17, 1.0, 27321.0, 663552, 129.0, 27449.0, 9216, 255.0, 27463.0, 5184, -3275.0, 13531.0, 614322, -524.0, -1.0, 4608, 27575.0, 27615.0, 5184,
18, 1.0, 6386.0, 100352, 129.0, 7025.0, 524288, 255.0, 7091.0, 401408, -3275.0, 6356.0, 100352, -3147.0, 7002.0, 524288, 574.0, 7215.0, 401535,
19, 1.0, 27321.0, 663552, 129.0, 27449.0, 9216, 255.0, 27463.0, 5184, -3275.0, 13531.0, 614322, -524.0, -1.0, 4608, 27575.0, 27615.0, 5184,
20, 1.0, 6386.0, 100352, 129.0, 7025.0, 524288, 255.0, 7091.0, 401408, -3275.0, 6356.0, 100352, -3147.0, 7002.0, 524288, 574.0, 7215.0, 401535,
21, 1.0, 27321.0, 663552, 129.0, 27449.0, 9216, 255.0, 27463.0, 5184, -3275.0, 13531.0, 614322, -524.0, -1.0, 4608, 27575.0, 27615.0, 5184,
22, 1.0, 6386.0, 100352, 129.0, 7025.0, 524288, 255.0, 7091.0, 401408, -3275.0, 6356.0, 100352, -3147.0, 7002.0, 524288, 574.0, 7215.0, 401535,
23, 1.0, 13533.0, 225792, 129.0, 13661.0, 4608, 255.0, 13708.0, 1764, -3275.0, 13048.0, 204800, -524.0, -1.0, 4608, 13787.0, 13800.0, 1764,
24, 1.0, 4346.0, 25088, 129.0, 5497.0, 524288, 255.0, 5544.0, 200704, -2555.0, -1.0, 25088, -3147.0, 5474.0, 524288, 947.0, 5655.0, 200831,
25, 1.0, 27321.0, 82944, 129.0, 27449.0, 9216, 255.0, 27456.0, 648, -3275.0, 23771.0, 76800, -983.0, -1.0, 9216, 27575.0, 27580.0, 648,
26, 1.0, 9970.0, 50176, 129.0, 11121.0, 1048576, 255.0, 11168.0, 401408, -3275.0, 7059.0, 50176, -3147.0, 11088.0, 1048576, 947.0, 11311.0, 401535,
27, 1.0, 27321.0, 230400, 129.0, 27449.0, 9216, 255.0, 27472.0, 1800, -3275.0, 26126.0, 141750, -983.0, -1.0, 9216, 27575.0, 27589.0, 1800,
28, 1.0, 17138.0, 50176, 129.0, 19313.0, 2097152, 255.0, 19360.0, 802816, -3275.0, 12179.0, 50176, -3147.0, 19266.0, 2097152, 947.0, 19567.0, 802943,
