LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 1285465, 0, 61.4978496756686, 94.16850905949029, 55.29160164959729,
1, 1143071, 0, 65.30617958114588, 100.0, 58.71559633026493,
2, 1143071, 0, 65.30617958114588, 100.0, 58.71559633026493,
3, 1143071, 0, 65.30617958114588, 100.0, 58.71559633026493,
4, 1143071, 0, 65.30617958114588, 100.0, 58.71559633026493,
5, 513215, 0, 78.21439357774032, 98.98989898989922, 73.24108133357132,
6, 886463, 0, 78.0883127665791, 98.83040935672462, 73.1230774431325,
7, 69011, 0, 69.3274341127582, 87.74126238914963, 64.91839066942894,
8, 886463, 0, 78.0883127665791, 98.83040935672462, 73.1230774431325,
9, 886463, 0, 78.0883127665791, 98.83040935672462, 73.1230774431325,
10, 473279, 0, 84.81424276166912, 96.07843137254858, 81.71454628363094,
11, 668159, 0, 88.27599418701237, 100.0, 85.04983388704545,
12, 60609, 0, 84.47590291870844, 95.69377990430621, 81.3874008488454,
13, 668159, 0, 88.27599418701237, 100.0, 85.04983388704545,
14, 668159, 0, 88.27599418701237, 100.0, 85.04983388704545,
15, 524159, 0, 76.58134268418553, 81.66666666666742, 75.06882106522897,
16, 628991, 0, 65.12016865106177, 69.44444444444571, 63.83403151805107,
17, 72071, 0, 80.82893566375134, 86.19528619528612, 79.23157366604431,
18, 628991, 0, 65.12016865106177, 69.44444444444571, 63.83403151805107,
19, 628991, 0, 65.12016865106177, 69.44444444444571, 63.83403151805107,
20, 44461, 0, 7.99702110963666, 8.268733850129202, 7.912663971415506,
