LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 1.0, 299126.0, 1778700, 33.0, 299366.0, 3565632, 63.0, 299381.0, 3872000, -3275.0, 239846.0, 162680, -983.0, -1.0, 9408, 2591.0, 299577.0, 3872031,
1, 1.0, 261522.0, 1679616, 33.0, 261617.0, 3391488, 63.0, 261619.0, 3359232, -3275.0, 238752.0, 251650, -3243.0, 260278.0, 3391488, 2591.0, 262175.0, 3359263,
2, 1.0, 261522.0, 1679616, 33.0, 261617.0, 3391488, 63.0, 261619.0, 3359232, -3275.0, 238752.0, 251650, -3243.0, 260278.0, 3391488, 2591.0, 262175.0, 3359263,
3, 1.0, 261522.0, 1679616, 33.0, 261617.0, 3391488, 63.0, 261619.0, 3359232, -3275.0, 238752.0, 251650, -3243.0, 260278.0, 3391488, 2591.0, 262175.0, 3359263,
4, 1.0, 261522.0, 1679616, 33.0, 261617.0, 3391488, 63.0, 261619.0, 3359232, -3275.0, 238752.0, 251650, -3243.0, 260278.0, 3391488, 2591.0, 262175.0, 3359263,
5, 1.0, 98378.0, 451584, 33.0, 99869.0, 1843200, 63.0, 99883.0, 1806336, -3275.0, 87469.0, 217169, -3243.0, 99378.0, 1843200, 1839.0, 100027.0, 1806367,
6, 1.0, 175634.0, 778752, 33.0, 175793.0, 3244032, 63.0, 175795.0, 3115008, -3275.0, 141668.0, 119242, -3243.0, 175722.0, 3244032, 1839.0, 175887.0, 3115039,
7, 1.0, 11354.0, 53824, 33.0, 11957.0, 221184, 63.0, 11964.0, 215296, -3275.0, 7329.0, 50176, -852.0, -1.0, 8192, 1839.0, 12571.0, 215327,
8, 1.0, 175634.0, 778752, 33.0, 175793.0, 3244032, 63.0, 175795.0, 3115008, -3275.0, 141668.0, 119242, -3243.0, 175722.0, 3244032, 1839.0, 175887.0, 3115039,
9, 1.0, 175634.0, 778752, 33.0, 175793.0, 3244032, 63.0, 175795.0, 3115008, -3275.0, 141668.0, 119242, -3243.0, 175722.0, 3244032, 1839.0, 175887.0, 3115039,
10, 1.0, 83682.0, 225792, 33.0, 88169.0, 2064384, 63.0, 88171.0, 1806336, -3275.0, 59866.0, 121066, -3243.0, 88119.0, 2064384, 1463.0, 88327.0, 1806367,
11, 1.0, 125682.0, 331776, 33.0, 125969.0, 2949120, 63.0, 125983.0, 2654208, -3275.0, 67560.0, 56772, -3243.0, 125903.0, 2949120, 1463.0, 127023.0, 2654239,
12, 1.0, 9482.0, 28800, 33.0, 11169.0, 262144, 63.0, 11168.0, 230400, -2555.0, -1.0, 25088, -3243.0, 11153.0, 262144, 1463.0, 11231.0, 230431,
13, 1.0, 125682.0, 331776, 33.0, 125969.0, 2949120, 63.0, 125983.0, 2654208, -3275.0, 67560.0, 56772, -3243.0, 125903.0, 2949120, 1463.0, 127023.0, 2654239,
14, 1.0, 125682.0, 331776, 33.0, 125969.0, 2949120, 63.0, 125983.0, 2654208, -3275.0, 67560.0, 56772, -3243.0, 125903.0, 2949120, 1463.0, 127023.0, 2654239,
15, 1.0, 86690.0, 112896, 33.0, 87233.0, 2359296, 63.0, 87248.0, 1806336, -3275.0, 62432.0, 78610, -3243.0, 87177.0, 2359296, 1275.0, 87391.0, 1806367,
16, 1.0, 86690.0, 115200, 33.0, 87233.0, 2359296, 63.0, 87256.0, 1843200, -2555.0, -1.0, 25088, -3243.0, 87177.0, 2359296, 1573.0, 87519.0, 1843231,
17, 1.0, 9122.0, 16384, 33.0, 9665.0, 262144, 63.0, 9695.0, 262144, -1310.0, -1.0, 12544, -3243.0, 9649.0, 262144, 1275.0, 10719.0, 262175,
18, 1.0, 86690.0, 115200, 33.0, 87233.0, 2359296, 63.0, 87256.0, 1843200, -2555.0, -1.0, 25088, -3243.0, 87177.0, 2359296, 1573.0, 87519.0, 1843231,
19, 1.0, 86690.0, 115200, 33.0, 87233.0, 2359296, 63.0, 87256.0, 1843200, -2555.0, -1.0, 25088, -3243.0, 87177.0, 2359296, 1573.0, 87519.0, 1843231,
20, 1.0, 16442.0, 512, 33.0, 17473.0, 512000, 63.0, 17472.0, 16000, -66.0, -1.0, 512, -3243.0, 16810.0, 512000, 17503.0, 18002.0, 16000,
