LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 13.274995102200744, 13.288160386599621, 1.6256887238667426, 1.2776557720425321, 9.570701932858595, 1.5053260763922636,
1, 15.145627390997563, 15.207955075734178, 0.47351727154067597, 2.3141379659985803, 0.12478850539850192, 0.508729178762133,
2, 15.145627390997563, 15.207955075734178, 0.47351727154067597, 2.3141379659985803, 0.12478850539850192, 0.508729178762133,
3, 15.145627390997563, 15.207955075734178, 0.47351727154067597, 2.3141379659985803, 0.12478850539850192, 0.508729178762133,
4, 15.145627390997563, 15.207955075734178, 0.47351727154067597, 2.3141379659985803, 0.12478850539850192, 0.508729178762133,
5, 15.207984811682543, 15.207984811682543, 0.4752495253650795, 7.146970500649462, 0.46175598430958315, 0.6291142493590829,
6, 15.32195953340695, 15.593946980745535, 0.23987781813889086, 2.4353577103394755, 0.6880800975661252, 0.34193339365228625,
7, 10.80396437084431, 10.893890352527913, 3.041425166227575, 9.530104463437796, 9.615023474178404, 3.8013911446931714,
8, 15.32195953340695, 15.593946980745535, 0.23987781813889086, 2.4353577103394755, 0.6880800975661252, 0.34193339365228625,
9, 15.32195953340695, 15.593946980745535, 0.23987781813889086, 2.4353577103394755, 0.6880800975661252, 0.34193339365228625,
10, 14.694319822659697, 15.593972056700087, 0.23116064346871124, 7.077993886965616, 2.171918745126114, 0.582208147735709,
11, 15.794391466698404, 15.794391466698404, 0.12339368333358128, 2.7228409007013656, 15.651287857345032, 1.0448196730600334,
12, 12.152219204092935, 12.962367151032463, 1.7215643872464992, 9.819178082191781, 0.8930807925264347, 3.228997365913804,
13, 15.794391466698404, 15.794391466698404, 0.12339368333358128, 2.7228409007013656, 15.651287857345032, 1.0448196730600334,
14, 15.794391466698404, 15.794391466698404, 0.12339368333358128, 2.7228409007013656, 15.651287857345032, 1.0448196730600334,
15, 12.092585464149074, 15.794397340929402, 0.09768670230392534, 6.647230428360413, 15.632551914233842, 16.0,
16, 12.419188022814328, 15.89656066920234, 0.05002172953633549, 9.819178082191781, 15.73262559848495, 16.0,
17, 14.322069549539705, 14.322069549539705, 1.0070205152020106, 9.57557251908397, 4.143025805363468, 16.0,
18, 12.419188022814328, 15.89656066920234, 0.05002172953633549, 9.819178082191781, 15.73262559848495, 16.0,
19, 12.419188022814328, 15.89656066920234, 0.05002172953633549, 9.819178082191781, 15.73262559848495, 16.0,
20, 0.9446771123151266, 14.994874798652804, 0.08832918436081418, 7.757575757575758, 14.318874625947368, 15.873015873015873,
