LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
10, 1.0, 403637.0, 4415488, 1.0, 403637.0, 4325376, 255.0, 403647.0, 235552, -3275.0, 401022.0, 4415488, -3275.0, 367135.0, 69596, 63929.0, 403995.0, 200704,
11, 1.0, 38754.0, 451584, 1.0, 39520.0, 39168, 2303.0, 39530.0, 604, -3275.0, 34176.0, 212884, -262.0, -1.0, 2304, 39541.0, 39557.0, 196,
12, 1.0, 203199.0, 2157568, 1.0, 203203.0, 2228224, 255.0, 203213.0, 117896, -3275.0, 200410.0, 2157568, -3275.0, 189215.0, 139192, 65870.0, 203387.0, 100352,
13, 1.0, 55549.0, 663552, 1.0, 55538.0, 55296, 4607.0, 55548.0, 432, -3275.0, 54348.0, 137822, -524.0, -1.0, 4608, 55559.0, 55570.0, 144,
14, 1.0, 390335.0, 4315136, 1.0, 390339.0, 4456448, 511.0, 390349.0, 117896, -3275.0, 387835.0, 4315136, -3275.0, 363295.0, 278384, 126542.0, 390523.0, 100352,
15, 1.0, 55549.0, 663552, 1.0, 55538.0, 55296, 4607.0, 55548.0, 432, -3275.0, 54348.0, 137822, -524.0, -1.0, 4608, 55559.0, 55570.0, 144,
16, 1.0, 390335.0, 4315136, 1.0, 390339.0, 4456448, 511.0, 390349.0, 117896, -3275.0, 387835.0, 4315136, -3275.0, 363295.0, 278384, 126542.0, 390523.0, 100352,
17, 1.0, 55549.0, 663552, 1.0, 55538.0, 55296, 4607.0, 55548.0, 432, -3275.0, 54348.0, 137822, -524.0, -1.0, 4608, 55559.0, 55570.0, 144,
18, 1.0, 390335.0, 4315136, 1.0, 390339.0, 4456448, 511.0, 390349.0, 117896, -3275.0, 387835.0, 4315136, -3275.0, 363295.0, 278384, 126542.0, 390523.0, 100352,
19, 1.0, 55549.0, 663552, 1.0, 55538.0, 55296, 4607.0, 55548.0, 432, -3275.0, 54348.0, 137822, -524.0, -1.0, 4608, 55559.0, 55570.0, 144,
20, 1.0, 390335.0, 4315136, 1.0, 390339.0, 4456448, 511.0, 390349.0, 117896, -3275.0, 387835.0, 4315136, -3275.0, 363295.0, 278384, 126542.0, 390523.0, 100352,
21, 1.0, 55549.0, 663552, 1.0, 55538.0, 55296, 4607.0, 55548.0, 432, -3275.0, 54348.0, 137822, -524.0, -1.0, 4608, 55559.0, 55570.0, 144,
22, 1.0, 390335.0, 4315136, 1.0, 390339.0, 4456448, 511.0, 390349.0, 117896, -3275.0, 387835.0, 4315136, -3275.0, 363295.0, 278384, 126542.0, 390523.0, 100352,
23, 1.0, 21080.0, 225792, 1.0, 23128.0, 23040, 4607.0, 23138.0, 169, -3275.0, 13733.0, 125282, -524.0, -1.0, 4608, 23149.0, 23153.0, 49,
24, 1.0, 229598.0, 2157568, 1.0, 229601.0, 2621440, 511.0, 229611.0, 60496, -2555.0, -1.0, 25088, -3275.0, 227459.0, 558798, 148449.0, 231069.0, 50176,
25, 1.0, 9224.0, 82944, 1.0, 9216.0, 9216, 9218.0, 9226.0, 33, -3275.0, 7965.0, 76800, -983.0, -1.0, 9216, 9237.0, 9237.0, 9,
26, 1.0, 449758.0, 4315136, 1.0, 449761.0, 5242880, 1023.0, 449771.0, 60496, -3275.0, 446707.0, 4315136, -3275.0, 440007.0, 1391884, 290785.0, 451229.0, 50176,
