LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
16, 65.0, 24641.0, 802816, 1.0, 24382.0, 262144, 127.0, 24703.0, 802816, -3211.0, 24157.0, 802816, -3275.0, 24380.0, 262144, 1050.0, 24959.0, 802879,
17, 65.0, 23985.0, 663552, 1.0, 23778.0, 4608, 127.0, 23984.0, 10368, -3211.0, 23814.0, 663552, -524.0, -1.0, 4608, 24047.0, 24208.0, 10368,
18, 65.0, 24641.0, 802816, 1.0, 24382.0, 262144, 127.0, 24703.0, 802816, -3211.0, 24157.0, 802816, -3275.0, 24380.0, 262144, 1050.0, 24959.0, 802879,
19, 65.0, 23985.0, 663552, 1.0, 23778.0, 4608, 127.0, 23984.0, 10368, -3211.0, 23814.0, 663552, -524.0, -1.0, 4608, 24047.0, 24208.0, 10368,
20, 65.0, 24641.0, 802816, 1.0, 24382.0, 262144, 127.0, 24703.0, 802816, -3211.0, 24157.0, 802816, -3275.0, 24380.0, 262144, 1050.0, 24959.0, 802879,
21, 65.0, 23985.0, 663552, 1.0, 23778.0, 4608, 127.0, 23984.0, 10368, -3211.0, 23814.0, 663552, -524.0, -1.0, 4608, 24047.0, 24208.0, 10368,
22, 65.0, 24641.0, 802816, 1.0, 24382.0, 262144, 127.0, 24703.0, 802816, -3211.0, 24157.0, 802816, -3275.0, 24380.0, 262144, 1050.0, 24959.0, 802879,
23, 65.0, 17137.0, 225792, 1.0, 17033.0, 4608, 127.0, 17144.0, 3528, -3211.0, 16362.0, 204800, -524.0, -1.0, 4608, 17207.0, 17262.0, 3528,
24, 65.0, 30529.0, 401408, 1.0, 30417.0, 524288, 127.0, 30591.0, 401408, -2555.0, -1.0, 25088, -3275.0, 30413.0, 524288, 2569.0, 30719.0, 401471,
25, 65.0, 28593.0, 82944, 1.0, 28521.0, 9216, 127.0, 28592.0, 1296, -3211.0, 24769.0, 76800, -983.0, -1.0, 9216, 28655.0, 28675.0, 1296,
26, 65.0, 61121.0, 802816, 1.0, 61009.0, 1048576, 127.0, 61183.0, 802816, -3211.0, 59879.0, 802816, -3275.0, 61000.0, 1048576, 2569.0, 61439.0, 802879,
