LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 1.0, 51725.0, 1778700, 1.0, 51807.0, 1787520, 146.0, 51869.0, 798720, -3275.0, 41379.0, 162680, -983.0, -1.0, 9408, 2330.0, 52193.0, 774463,
1, 1.0, 32201.0, 1679616, 1.0, 32229.0, 1695744, 575.0, 32291.0, 192512, -3275.0, 29403.0, 251650, -3275.0, 31800.0, 1695744, 6191.0, 32647.0, 186687,
2, 1.0, 32201.0, 1679616, 1.0, 32229.0, 1695744, 575.0, 32291.0, 192512, -3275.0, 29403.0, 251650, -3275.0, 31800.0, 1695744, 6191.0, 32647.0, 186687,
3, 1.0, 32201.0, 1679616, 1.0, 32229.0, 1695744, 575.0, 32291.0, 192512, -3275.0, 29403.0, 251650, -3275.0, 31800.0, 1695744, 6191.0, 32647.0, 186687,
4, 1.0, 32201.0, 1679616, 1.0, 32229.0, 1695744, 575.0, 32291.0, 192512, -3275.0, 29403.0, 251650, -3275.0, 31800.0, 1695744, 6191.0, 32647.0, 186687,
5, 1.0, 17948.0, 903168, 1.0, 18189.0, 958464, 575.0, 18251.0, 103680, -3275.0, 16517.0, 486252, -3275.0, 18022.0, 958464, 6191.0, 18283.0, 100415,
6, 1.0, 28025.0, 1557504, 1.0, 28053.0, 1622016, 1151.0, 28115.0, 89344, -3275.0, 26035.0, 246498, -3275.0, 27752.0, 1622016, 11375.0, 28443.0, 86591,
7, 1.0, 5046.0, 107648, 1.0, 5257.0, 114688, 63.0, 5319.0, 111232, -3275.0, 4975.0, 100352, -852.0, -1.0, 8192, 1583.0, 5465.0, 107711,
8, 1.0, 28025.0, 1557504, 1.0, 28053.0, 1622016, 1151.0, 28115.0, 89344, -3275.0, 26035.0, 246498, -3275.0, 27752.0, 1622016, 11375.0, 28443.0, 86591,
9, 1.0, 28025.0, 1557504, 1.0, 28053.0, 1622016, 1151.0, 28115.0, 89344, -3275.0, 26035.0, 246498, -3275.0, 27752.0, 1622016, 11375.0, 28443.0, 86591,
10, 1.0, 19940.0, 903168, 1.0, 20385.0, 1179648, 1151.0, 20447.0, 52224, -3275.0, 18584.0, 643426, -3275.0, 20350.0, 1179648, 12748.0, 20719.0, 50239,
11, 1.0, 29049.0, 1327104, 1.0, 29097.0, 1769472, 2303.0, 29159.0, 38400, -3275.0, 24508.0, 260074, -3275.0, 29054.0, 1769472, 26647.0, 29223.0, 36927,
12, 1.0, 3954.0, 115200, 1.0, 4001.0, 131072, 127.0, 4063.0, 59648, -2555.0, -1.0, 25088, -3275.0, 3234.0, 40942, 2270.0, 4451.0, 57663,
13, 1.0, 29049.0, 1327104, 1.0, 29097.0, 1769472, 2303.0, 29159.0, 38400, -3275.0, 24508.0, 260074, -3275.0, 29054.0, 1769472, 26647.0, 29223.0, 36927,
14, 1.0, 29049.0, 1327104, 1.0, 29097.0, 1769472, 2303.0, 29159.0, 38400, -3275.0, 24508.0, 260074, -3275.0, 29054.0, 1769472, 26647.0, 29223.0, 36927,
15, 1.0, 19354.0, 903168, 1.0, 19377.0, 1179648, 2318.0, 19439.0, 26112, -3275.0, 18776.0, 544232, -3275.0, 19342.0, 1179648, 19439.0, 19830.0, 25088,
16, 1.0, 37770.0, 921600, 1.0, 37809.0, 2359296, 4646.0, 37871.0, 13824, -2555.0, -1.0, 25088, -3275.0, 37759.0, 2359296, 37871.0, 38070.0, 12800,
17, 1.0, 2984.0, 131072, 1.0, 2993.0, 131072, 255.0, 3055.0, 33792, -1310.0, -1.0, 12544, -3275.0, 2982.0, 131072, 3055.0, 3566.0, 32768,
18, 1.0, 37770.0, 921600, 1.0, 37809.0, 2359296, 4646.0, 37871.0, 13824, -2555.0, -1.0, 25088, -3275.0, 37759.0, 2359296, 37871.0, 38070.0, 12800,
19, 1.0, 37770.0, 921600, 1.0, 37809.0, 2359296, 4646.0, 37871.0, 13824, -2555.0, -1.0, 25088, -3275.0, 37759.0, 2359296, 37871.0, 38070.0, 12800,
20, 1.0, 10082.0, 8192, 1.0, 10121.0, 512000, 574.0, 10183.0, 3048, -66.0, -1.0, 512, -3275.0, 9485.0, 512000, 10207.0, 10222.0, 1000,
