LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 7.783962676104893, 3.8919813380524464, 9.225437245753946, 3.9179786885658867, 6.595419847328245, 10.046570406145992,
1, 19.20539655771043, 0.30157234264173405, 0.33342702357136167, 2.718841957535425, 4.363636363636363, 0.7212886321681653,
2, 8.063154088745154, 8.063154088745154, 16.12630817749031, 7.746347864682838, 7.816793893129771, 16.76821703807356,
3, 21.4452807788199, 0.33508251216906093, 0.33508251216906093, 11.09778595650614, 8.727272727272727, 64.0,
4, 12.881329824786599, 25.762659649573198, 25.762659649573198, 10.9764287667487, 9.615023474178404, 28.05331563133254,
5, 21.241199643369775, 0.33508065281036, 0.33189374442765274, 3.5812926848269235, 8.793893129770993, 0.8680663384981334,
6, 12.880916471456535, 25.76183294291307, 25.76183294291307, 11.965540882940353, 9.620669406928949, 26.74391259451717,
7, 20.2082652764415, 0.3350860313695657, 0.31575414494439846, 15.101802831354805, 8.793893129770993, 63.8552036199095,
8, 8.654764984907288, 36.73859422164726, 34.61905993962915, 7.379908810119135, 28.931268676989948, 37.50312937879495,
9, 20.59237125669333, 0.33508296423613404, 0.3217558008858333, 4.6346381331325945, 8.793893129770993, 63.874015748031496,
10, 8.654391789918503, 36.73701004700099, 34.61756715967401, 8.259083988313238, 32.380677283265555, 35.79646885728298,
11, 16.419445151438026, 0.3350907173762862, 0.25655383049121916, 18.034921369102683, 8.793893129770993, 63.567567567567565,
12, 4.467634226693972, 46.682218858516606, 35.74107381355178, 6.078992003876908, 36.515392115893576, 38.12278036273858,
13, 16.08415949581869, 0.33508665616288935, 0.251314992122167, 20.041371659760514, 8.793893129770993, 64.0,
14, 4.467435338111561, 46.68014067577795, 35.73948270489249, 5.149953812993944, 40.99202501954652, 36.67621396921109,
15, 16.08415949581869, 0.33508665616288935, 0.251314992122167, 20.041371659760514, 8.793893129770993, 64.0,
16, 4.467435338111561, 46.68014067577795, 35.73948270489249, 5.149953812993944, 40.99202501954652, 36.67621396921109,
17, 16.08415949581869, 0.33508665616288935, 0.251314992122167, 20.041371659760514, 8.793893129770993, 64.0,
18, 4.467435338111561, 46.68014067577795, 35.73948270489249, 5.149953812993944, 40.99202501954652, 36.67621396921109,
19, 16.08415949581869, 0.33508665616288935, 0.251314992122167, 20.041371659760514, 8.793893129770993, 64.0,
20, 4.467435338111561, 46.68014067577795, 35.73948270489249, 5.149953812993944, 40.99202501954652, 36.67621396921109,
21, 16.08415949581869, 0.33508665616288935, 0.251314992122167, 20.041371659760514, 8.793893129770993, 64.0,
22, 4.467435338111561, 46.68014067577795, 35.73948270489249, 5.149953812993944, 40.99202501954652, 36.67621396921109,
23, 16.420042178750638, 0.33510290160715583, 0.2565631590429787, 12.572130141190915, 8.793893129770993, 63.0,
24, 2.5834620533415715, 53.98908454330141, 41.335392853465144, 9.819178082191781, 40.838759931453495, 44.50404611462144,
25, 3.015816456386576, 0.3350907173762862, 0.04712213213104025, 2.8460255697609784, 9.375381485249237, 61.714285714285715,
26, 2.5833290428872986, 53.98630489625702, 41.33326468619678, 3.2486888960828746, 46.5206743566992, 42.56820953289857,
