LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 13.0, 113069.0, 1016064, 1.0, 100636.0, 864, 23.0, 113197.0, 1204224, -3263.0, 108347.0, 898287, -131.0, -1.0, 864, 2759.0, 115245.0, 1204224,
1, 13.0, 291205.0, 3484800, 1.0, 279094.0, 288, 23.0, 291204.0, 290400, -3263.0, 290092.0, 3484800, -66.0, -1.0, 288, 32859.0, 293568.0, 290400,
2, 13.0, 226389.0, 2408448, 1.0, 213838.0, 2048, 23.0, 226395.0, 2408448, -3263.0, 224174.0, 2408448, -262.0, -1.0, 2048, 2759.0, 227762.0, 2408448,
3, 13.0, 152092.0, 1806336, 1.0, 149002.0, 576, 23.0, 152148.0, 150528, -3263.0, 150697.0, 1784896, -66.0, -1.0, 576, 33131.0, 153779.0, 150528,
4, 13.0, 209201.0, 2207744, 1.0, 206062.0, 8192, 23.0, 209215.0, 2408448, -3263.0, 205955.0, 2207744, -852.0, -1.0, 8192, 2759.0, 210578.0, 2408448,
5, 13.0, 283189.0, 3359232, 1.0, 280262.0, 1152, 23.0, 283188.0, 279936, -3263.0, 281623.0, 3359232, -131.0, -1.0, 1152, 33165.0, 284680.0, 279936,
6, 13.0, 383555.0, 4415488, 1.0, 380412.0, 16384, 23.0, 383565.0, 4415488, -3263.0, 380226.0, 4415488, -1703.0, -1.0, 16384, 2759.0, 385605.0, 4415488,
7, 13.0, 78488.0, 903168, 1.0, 77722.0, 1152, 23.0, 78516.0, 75264, -3263.0, 75680.0, 881792, -131.0, -1.0, 1152, 34185.0, 79337.0, 75264,
8, 13.0, 197941.0, 2207744, 1.0, 197150.0, 32768, 23.0, 197947.0, 2207744, -3263.0, 196520.0, 2207744, -3275.0, 197146.0, 32768, 2861.0, 198973.0, 2207744,
9, 13.0, 136309.0, 1557504, 1.0, 135622.0, 2304, 23.0, 136308.0, 129792, -3263.0, 134715.0, 1557504, -262.0, -1.0, 2304, 34423.0, 138942.0, 129792,
10, 13.0, 395893.0, 4415488, 1.0, 395106.0, 65536, 23.0, 395903.0, 4415488, -3263.0, 393022.0, 4415488, -3275.0, 394283.0, 65536, 2861.0, 397947.0, 4415488,
11, 13.0, 44134.0, 451584, 1.0, 43942.0, 2304, 23.0, 44148.0, 37632, -3263.0, 43622.0, 430336, -262.0, -1.0, 2304, 38469.0, 44564.0, 37632,
12, 13.0, 217561.0, 2157568, 1.0, 217362.0, 131072, 23.0, 217575.0, 2207744, -3263.0, 214624.0, 2157568, -3275.0, 217127.0, 131072, 3201.0, 218597.0, 2207744,
13, 13.0, 68341.0, 663552, 1.0, 68186.0, 4608, 23.0, 68340.0, 55296, -3263.0, 67487.0, 663552, -524.0, -1.0, 4608, 40509.0, 70228.0, 55296,
